Year,Quarter,CountryOfAsylum,nationality,intentionmove,TotalAdult,TotalMinor,AppliedRefugee,Childinschool,Childvirtualed,medicalReceived,RiskYes,RiskReturn_medical
2020,Q4,Argentina,venezuela,stay,2.0,0.0,nointention,Not Applicable,Not Applicable,StronglyAgree,StronglyAgree,1.0
2020,Q4,Argentina,venezuela,dontknow,3.0,2.0,Unknown,yes,no,Agree,Agree,1.0
2020,Q4,Argentina,venezuela,stay,2.0,2.0,nointention,yes,yes,StronglyAgree,Agree,0.0
2020,Q4,Argentina,venezuela,stay,3.0,1.0,Unknown,yes,yes,Disagree,Agree,1.0
2020,Q4,Argentina,venezuela,relocate,2.0,0.0,nointention,Not Applicable,Not Applicable,StronglyAgree,Agree,1.0
2020,Q4,Argentina,venezuela,stay,2.0,1.0,nointention,yes,yes,StronglyAgree,StronglyAgree,0.0
2020,Q4,Argentina,venezuela,stay,2.0,1.0,nointention,yes,no,Agree,StronglyAgree,1.0
2020,Q4,Argentina,venezuela,stay,2.0,2.0,nointention,yes,no,StronglyAgree,Agree,1.0
2020,Q4,Argentina,venezuela,relocate,2.0,1.0,nointention,yes,yes,StronglyAgree,Agree,0.0
2020,Q4,Argentina,venezuela,stay,3.0,1.0,nointention,yes,no,Undecided,Agree,1.0
2020,Q4,Argentina,venezuela,stay,2.0,1.0,nointention,yes,yes,StronglyAgree,Agree,1.0
2020,Q4,Argentina,venezuela,stay,3.0,1.0,nointention,yes,no,StronglyAgree,Agree,1.0
2020,Q4,Argentina,venezuela,stay,2.0,1.0,Unknown,yes,no,StronglyAgree,StronglyAgree,1.0
2020,Q4,Argentina,venezuela,stay,1.0,2.0,nointention,yes,yes,Undecided,Agree,0.0
2020,Q4,Argentina,venezuela,stay,3.0,1.0,nointention,yes,yes,Undecided,Agree,1.0
2020,Q4,Argentina,venezuela,stay,1.0,0.0,nointention,Not Applicable,Not Applicable,Undecided,Agree,0.0
2020,Q4,Argentina,venezuela,stay,2.0,0.0,nointention,Not Applicable,Not Applicable,Agree,Agree,1.0
2020,Q4,Argentina,venezuela,stay,3.0,0.0,nointention,Not Applicable,Not Applicable,StronglyAgree,Agree,1.0
2020,Q4,Argentina,venezuela,relocate,2.0,1.0,nointention,yes,no,Undecided,Agree,0.0
2020,Q4,Argentina,venezuela,stay,2.0,1.0,nointention,yes,no,StronglyAgree,StronglyAgree,1.0
2020,Q4,Argentina,venezuela,stay,1.0,0.0,nointention,Not Applicable,Not Applicable,Disagree,StronglyAgree,1.0
2020,Q4,Argentina,venezuela,stay,3.0,0.0,nointention,Not Applicable,Not Applicable,StronglyAgree,StronglyAgree,0.0
2020,Q4,Argentina,venezuela,stay,2.0,0.0,nointention,Not Applicable,Not Applicable,StronglyAgree,StronglyAgree,1.0
2020,Q4,Argentina,venezuela,stay,2.0,1.0,nointention,yes,yes,StronglyAgree,Agree,1.0
2020,Q4,Argentina,venezuela,relocate,3.0,1.0,nointention,yes,no,Agree,Agree,0.0
2020,Q4,Argentina,venezuela,stay,2.0,1.0,nointention,yes,no,Agree,Disagree,0.0
2020,Q4,Argentina,venezuela,relocate,1.0,0.0,nointention,Not Applicable,Not Applicable,StronglyAgree,Agree,0.0
2020,Q4,Argentina,venezuela,stay,6.0,1.0,nointention,yes,yes,StronglyAgree,Agree,1.0
2020,Q4,Argentina,venezuela,stay,1.0,0.0,nointention,Not Applicable,Not Applicable,StronglyAgree,StronglyAgree,1.0
2020,Q4,Argentina,venezuela,stay,5.0,1.0,nointention,yes,no,Agree,Agree,0.0
2020,Q4,Argentina,venezuela,stay,2.0,1.0,nointention,yes,yes,Undecided,Disagree,0.0
2020,Q4,Argentina,venezuela,stay,3.0,0.0,nointention,Not Applicable,Not Applicable,Agree,StronglyAgree,0.0
2020,Q4,Argentina,venezuela,relocate,1.0,0.0,nointention,Not Applicable,Not Applicable,Undecided,Agree,0.0
2020,Q4,Argentina,venezuela,stay,2.0,1.0,nointention,yes,no,StronglyAgree,Agree,1.0
2020,Q4,Argentina,venezuela,stay,2.0,1.0,nointention,yes,yes,Agree,Agree,0.0
2020,Q4,Argentina,venezuela,dontknow,3.0,2.0,nointention,yes,no,Undecided,Disagree,0.0
2020,Q4,Argentina,venezuela,stay,1.0,0.0,nointention,Not Applicable,Not Applicable,Undecided,Agree,1.0
2020,Q4,Argentina,venezuela,stay,1.0,0.0,yes,Not Applicable,Not Applicable,StronglyAgree,Agree,0.0
2020,Q4,Argentina,venezuela,stay,1.0,0.0,nointention,Not Applicable,Not Applicable,Undecided,Agree,0.0
2020,Q4,Argentina,venezuela,stay,3.0,2.0,yes,yes,yes,StronglyAgree,Agree,1.0
2020,Q4,Argentina,venezuela,relocate,1.0,0.0,yes,Not Applicable,Not Applicable,StronglyAgree,StronglyAgree,1.0
2020,Q4,Argentina,venezuela,stay,2.0,1.0,nointention,yes,no,StronglyAgree,StronglyAgree,0.0
2020,Q4,Argentina,venezuela,stay,3.0,2.0,nointention,yes,no,Agree,Agree,1.0
2020,Q4,Argentina,venezuela,relocate,2.0,1.0,nointention,yes,yes,Undecided,Agree,1.0
2020,Q4,Argentina,venezuela,stay,4.0,2.0,nointention,yes,yes,Agree,Agree,1.0
2020,Q4,Argentina,venezuela,relocate,3.0,0.0,nointention,Not Applicable,Not Applicable,StronglyAgree,StronglyAgree,0.0
2020,Q4,Argentina,venezuela,stay,2.0,0.0,nointention,Not Applicable,Not Applicable,StronglyAgree,Agree,1.0
2020,Q4,Argentina,venezuela,stay,2.0,1.0,yes,yes,yes,Agree,StronglyAgree,0.0
2020,Q4,Argentina,venezuela,stay,3.0,2.0,nointention,yes,yes,StronglyAgree,Agree,0.0
2020,Q4,Argentina,venezuela,stay,1.0,0.0,nointention,Not Applicable,Not Applicable,Undecided,Agree,1.0
2020,Q4,Argentina,venezuela,stay,1.0,0.0,nointention,Not Applicable,Not Applicable,StronglyDisagree,Agree,1.0
2020,Q4,Argentina,venezuela,stay,2.0,2.0,nointention,yes,yes,StronglyAgree,Undecided,0.0
2020,Q4,Argentina,venezuela,stay,2.0,3.0,nointention,yes,yes,Agree,Agree,1.0
2020,Q4,Argentina,venezuela,relocate,2.0,1.0,nointention,yes,no,StronglyAgree,Agree,1.0
2020,Q4,Argentina,venezuela,stay,3.0,0.0,nointention,Not Applicable,Not Applicable,StronglyAgree,Agree,1.0
2020,Q4,Argentina,venezuela,stay,1.0,0.0,nointention,Not Applicable,Not Applicable,Undecided,StronglyAgree,1.0
2020,Q4,Argentina,venezuela,stay,1.0,2.0,nointention,yes,yes,Agree,Agree,1.0
2020,Q4,Argentina,venezuela,stay,2.0,2.0,nointention,yes,yes,StronglyAgree,Agree,0.0
2020,Q4,Argentina,venezuela,stay,2.0,0.0,nointention,Not Applicable,Not Applicable,Agree,Agree,1.0
2020,Q4,Argentina,venezuela,stay,2.0,1.0,nointention,yes,yes,Undecided,Agree,0.0
2020,Q4,Argentina,venezuela,stay,2.0,2.0,nointention,yes,no,Undecided,Agree,0.0
2020,Q4,Argentina,venezuela,stay,2.0,1.0,nointention,yes,no,Undecided,Agree,1.0
2020,Q4,Argentina,venezuela,stay,14.0,0.0,nointention,Not Applicable,Not Applicable,StronglyAgree,StronglyAgree,1.0
2020,Q4,Argentina,venezuela,dontknow,3.0,0.0,nointention,Not Applicable,Not Applicable,StronglyAgree,Agree,1.0
2020,Q4,Argentina,venezuela,stay,1.0,1.0,nointention,yes,no,Undecided,Agree,1.0
2020,Q4,Argentina,venezuela,stay,1.0,0.0,yes,Not Applicable,Not Applicable,Agree,StronglyAgree,1.0
2020,Q4,Argentina,venezuela,stay,2.0,1.0,Unknown,yes,yes,Undecided,StronglyAgree,0.0
2020,Q4,Argentina,venezuela,stay,2.0,0.0,Unknown,Not Applicable,Not Applicable,Undecided,Agree,0.0
2020,Q4,Argentina,venezuela,relocate,2.0,2.0,nointention,yes,yes,Agree,Agree,1.0
2020,Q4,Argentina,venezuela,stay,2.0,1.0,nointention,yes,yes,StronglyAgree,Agree,0.0
2020,Q4,Argentina,venezuela,relocate,2.0,1.0,Unknown,yes,no,Agree,Agree,0.0
2020,Q4,Argentina,venezuela,stay,2.0,0.0,nointention,Not Applicable,Not Applicable,Undecided,StronglyAgree,1.0
2020,Q4,Argentina,venezuela,stay,2.0,2.0,nointention,yes,yes,Undecided,Agree,0.0
2020,Q4,Argentina,venezuela,dontknow,2.0,1.0,nointention,yes,yes,StronglyAgree,StronglyAgree,1.0
2020,Q4,Argentina,venezuela,stay,4.0,2.0,yes,yes,yes,Agree,StronglyAgree,1.0
2020,Q4,Argentina,venezuela,stay,2.0,1.0,nointention,yes,no,StronglyAgree,Agree,1.0
2020,Q4,Argentina,venezuela,dontknow,2.0,2.0,nointention,yes,no,Undecided,Agree,1.0
2020,Q4,Argentina,venezuela,stay,2.0,2.0,nointention,yes,no,StronglyAgree,Agree,1.0
2020,Q4,Argentina,venezuela,stay,1.0,0.0,nointention,Not Applicable,Not Applicable,Agree,Agree,1.0
2020,Q4,Argentina,venezuela,dontknow,2.0,1.0,nointention,yes,yes,StronglyAgree,Agree,1.0
2020,Q4,Argentina,venezuela,stay,1.0,0.0,yes,Not Applicable,Not Applicable,Undecided,Agree,1.0
2020,Q4,Argentina,venezuela,stay,4.0,0.0,nointention,Not Applicable,Not Applicable,Agree,Agree,1.0
2020,Q4,Argentina,venezuela,relocate,1.0,0.0,Unknown,Not Applicable,Not Applicable,Undecided,Agree,1.0
2020,Q4,Argentina,venezuela,stay,2.0,2.0,nointention,yes,yes,Agree,Agree,0.0
2020,Q4,Argentina,venezuela,relocate,1.0,0.0,yes,Not Applicable,Not Applicable,Undecided,StronglyAgree,1.0
2020,Q4,Argentina,venezuela,stay,2.0,0.0,nointention,Not Applicable,Not Applicable,Undecided,Disagree,0.0
2020,Q4,Argentina,venezuela,stay,2.0,1.0,nointention,yes,no,StronglyAgree,Agree,0.0
2020,Q4,Argentina,venezuela,stay,4.0,4.0,nointention,yes,yes,StronglyAgree,StronglyAgree,1.0
2020,Q4,Argentina,venezuela,stay,2.0,0.0,nointention,Not Applicable,Not Applicable,Disagree,Agree,1.0
2020,Q4,Argentina,venezuela,stay,2.0,0.0,Unknown,Not Applicable,Not Applicable,Agree,Agree,1.0
2020,Q4,Argentina,venezuela,stay,1.0,2.0,nointention,yes,yes,StronglyAgree,Agree,1.0
2020,Q4,Argentina,venezuela,stay,3.0,0.0,Unknown,Not Applicable,Not Applicable,Agree,Agree,1.0
2020,Q4,Argentina,venezuela,stay,2.0,0.0,nointention,Not Applicable,Not Applicable,Agree,Agree,0.0
2020,Q4,Argentina,venezuela,relocate,2.0,1.0,nointention,yes,yes,Disagree,StronglyAgree,1.0
2020,Q4,Argentina,venezuela,stay,1.0,2.0,yes,yes,yes,StronglyAgree,Agree,1.0
2020,Q4,Argentina,venezuela,stay,1.0,0.0,Unknown,Not Applicable,Not Applicable,Undecided,Agree,0.0
2020,Q4,Argentina,venezuela,stay,2.0,1.0,nointention,yes,yes,StronglyAgree,Agree,1.0
2020,Q4,Argentina,venezuela,relocate,2.0,2.0,Unknown,yes,yes,StronglyAgree,StronglyAgree,0.0
2020,Q4,Argentina,venezuela,stay,2.0,3.0,yes,yes,no,Agree,Agree,1.0
2020,Q4,Argentina,venezuela,stay,3.0,1.0,nointention,yes,yes,Agree,Agree,1.0
2020,Q4,Argentina,venezuela,dontknow,1.0,0.0,nointention,Not Applicable,Not Applicable,StronglyAgree,Disagree,0.0
2020,Q4,Argentina,venezuela,stay,1.0,0.0,nointention,Not Applicable,Not Applicable,StronglyAgree,Agree,0.0
2020,Q4,Argentina,venezuela,stay,2.0,1.0,nointention,yes,yes,Agree,Agree,1.0
2020,Q4,Argentina,venezuela,stay,1.0,0.0,nointention,Not Applicable,Not Applicable,Undecided,Agree,1.0
2020,Q4,Argentina,venezuela,dontknow,2.0,1.0,nointention,yes,yes,Agree,StronglyAgree,1.0
2020,Q4,Argentina,venezuela,stay,4.0,2.0,Unknown,yes,no,Undecided,Agree,1.0
2020,Q4,Argentina,venezuela,dontknow,3.0,0.0,nointention,Not Applicable,Not Applicable,Agree,Agree,0.0
2020,Q4,Argentina,venezuela,stay,1.0,0.0,nointention,Not Applicable,Not Applicable,Agree,Agree,0.0
2020,Q4,Argentina,venezuela,relocate,1.0,0.0,nointention,Not Applicable,Not Applicable,Agree,Agree,0.0
2020,Q4,Argentina,venezuela,stay,3.0,2.0,Unknown,yes,no,StronglyAgree,StronglyAgree,1.0
2020,Q4,Argentina,venezuela,stay,2.0,0.0,Unknown,Not Applicable,Not Applicable,Agree,Agree,1.0
2020,Q4,Argentina,venezuela,stay,2.0,2.0,nointention,yes,no,Agree,Disagree,0.0
2020,Q4,Argentina,venezuela,relocate,2.0,1.0,nointention,yes,no,StronglyDisagree,Agree,1.0
2020,Q4,Argentina,venezuela,stay,2.0,2.0,nointention,yes,yes,StronglyAgree,StronglyAgree,0.0
2020,Q4,Argentina,venezuela,stay,3.0,0.0,nointention,Not Applicable,Not Applicable,Undecided,Agree,1.0
2020,Q4,Argentina,venezuela,stay,2.0,0.0,nointention,Not Applicable,Not Applicable,Agree,Agree,1.0
2020,Q4,Argentina,venezuela,stay,2.0,0.0,nointention,Not Applicable,Not Applicable,Agree,Agree,1.0
2020,Q4,Argentina,venezuela,stay,2.0,1.0,nointention,yes,yes,StronglyAgree,StronglyAgree,1.0
2020,Q4,Argentina,venezuela,stay,2.0,1.0,nointention,yes,no,StronglyAgree,Agree,1.0
2020,Q4,Argentina,venezuela,stay,2.0,1.0,yes,no,no,Agree,Agree,1.0
2020,Q4,Argentina,venezuela,stay,3.0,0.0,nointention,Not Applicable,Not Applicable,Undecided,Agree,0.0
2020,Q4,Argentina,venezuela,stay,3.0,1.0,nointention,yes,yes,StronglyAgree,Agree,1.0
2020,Q4,Argentina,venezuela,stay,1.0,0.0,nointention,Not Applicable,Not Applicable,Agree,Agree,1.0
2020,Q4,Argentina,venezuela,stay,2.0,1.0,nointention,yes,no,StronglyAgree,Agree,1.0
2020,Q4,Argentina,venezuela,stay,2.0,0.0,nointention,Not Applicable,Not Applicable,Agree,Agree,0.0
2020,Q4,Argentina,venezuela,stay,3.0,1.0,nointention,yes,no,Agree,Agree,1.0
2020,Q4,Argentina,venezuela,stay,2.0,1.0,nointention,yes,no,StronglyAgree,Disagree,0.0
2020,Q4,Argentina,venezuela,stay,2.0,1.0,Unknown,yes,yes,StronglyAgree,Agree,0.0
2020,Q4,Argentina,venezuela,dontknow,3.0,0.0,nointention,Not Applicable,Not Applicable,Undecided,Agree,1.0
2020,Q4,Argentina,venezuela,stay,2.0,1.0,Unknown,yes,no,Disagree,StronglyAgree,0.0
2020,Q4,Argentina,venezuela,stay,2.0,1.0,Unknown,yes,yes,StronglyAgree,Agree,1.0
2020,Q4,Argentina,venezuela,stay,2.0,1.0,nointention,yes,yes,Undecided,Agree,1.0
2020,Q4,Argentina,venezuela,stay,4.0,0.0,nointention,Not Applicable,Not Applicable,StronglyAgree,Agree,0.0
2020,Q4,Argentina,venezuela,stay,1.0,0.0,nointention,Not Applicable,Not Applicable,Undecided,Agree,1.0
2020,Q4,Argentina,venezuela,relocate,1.0,0.0,nointention,Not Applicable,Not Applicable,Agree,Agree,0.0
2020,Q4,Argentina,venezuela,stay,1.0,0.0,Unknown,Not Applicable,Not Applicable,StronglyAgree,Agree,1.0
2020,Q4,Argentina,venezuela,relocate,2.0,1.0,yes,yes,yes,Agree,StronglyAgree,0.0
2020,Q4,Argentina,venezuela,stay,3.0,1.0,nointention,yes,no,Agree,Agree,0.0
2020,Q4,Argentina,venezuela,stay,2.0,1.0,nointention,yes,yes,Agree,Agree,1.0
2020,Q4,Argentina,venezuela,stay,2.0,0.0,nointention,Not Applicable,Not Applicable,StronglyAgree,Agree,0.0
2020,Q4,Argentina,venezuela,dontknow,4.0,1.0,nointention,yes,no,StronglyAgree,Agree,1.0
2020,Q4,Argentina,venezuela,relocate,2.0,1.0,nointention,yes,no,Agree,Agree,0.0
2020,Q4,Argentina,venezuela,stay,2.0,0.0,nointention,Not Applicable,Not Applicable,Disagree,StronglyAgree,1.0
2020,Q4,Argentina,venezuela,relocate,2.0,0.0,nointention,Not Applicable,Not Applicable,Agree,Agree,1.0
2020,Q4,Argentina,venezuela,stay,2.0,1.0,nointention,yes,no,StronglyAgree,Agree,1.0
2020,Q4,Argentina,venezuela,stay,4.0,2.0,nointention,yes,yes,StronglyAgree,Agree,1.0
2020,Q4,Argentina,venezuela,stay,2.0,1.0,nointention,yes,yes,Undecided,Undecided,0.0
2020,Q4,Argentina,venezuela,stay,1.0,0.0,nointention,Not Applicable,Not Applicable,Agree,Agree,0.0
2020,Q4,Argentina,venezuela,dontknow,2.0,1.0,nointention,yes,yes,StronglyAgree,Agree,0.0
2020,Q4,Argentina,venezuela,stay,1.0,0.0,nointention,Not Applicable,Not Applicable,StronglyAgree,StronglyAgree,0.0
2020,Q4,Argentina,venezuela,dontknow,2.0,1.0,yes,yes,yes,StronglyAgree,StronglyAgree,1.0
2020,Q4,Argentina,venezuela,stay,2.0,1.0,nointention,yes,no,Agree,Agree,1.0
2020,Q4,Argentina,venezuela,relocate,1.0,0.0,Unknown,Not Applicable,Not Applicable,Agree,Agree,0.0
2020,Q4,Argentina,venezuela,stay,2.0,1.0,yes,yes,yes,Agree,Agree,1.0
2020,Q4,Argentina,venezuela,stay,1.0,0.0,yes,Not Applicable,Not Applicable,StronglyAgree,Agree,1.0
2020,Q4,Argentina,venezuela,stay,1.0,0.0,nointention,Not Applicable,Not Applicable,StronglyAgree,StronglyAgree,0.0
2020,Q4,Argentina,venezuela,stay,2.0,1.0,nointention,yes,yes,StronglyDisagree,Agree,1.0
2020,Q4,Argentina,venezuela,stay,2.0,1.0,nointention,yes,yes,StronglyAgree,Disagree,0.0
2020,Q4,Argentina,venezuela,stay,2.0,1.0,nointention,yes,no,Agree,Agree,1.0
2020,Q4,Argentina,venezuela,stay,2.0,0.0,nointention,Not Applicable,Not Applicable,Agree,Agree,1.0
2020,Q4,Argentina,venezuela,stay,4.0,1.0,nointention,yes,no,Undecided,Disagree,0.0
2020,Q4,Argentina,venezuela,stay,3.0,0.0,nointention,Not Applicable,Not Applicable,StronglyAgree,StronglyAgree,1.0
2020,Q4,Argentina,venezuela,stay,2.0,1.0,nointention,yes,no,StronglyAgree,Undecided,0.0
2020,Q4,Argentina,venezuela,stay,1.0,0.0,nointention,Not Applicable,Not Applicable,Agree,Agree,1.0
2020,Q4,Argentina,venezuela,stay,1.0,0.0,nointention,Not Applicable,Not Applicable,StronglyAgree,Agree,1.0
2020,Q4,Argentina,venezuela,stay,4.0,0.0,nointention,Not Applicable,Not Applicable,Agree,Agree,0.0
2020,Q4,Argentina,venezuela,relocate,2.0,1.0,Unknown,yes,no,StronglyAgree,Agree,1.0
2020,Q4,Argentina,venezuela,stay,2.0,0.0,nointention,Not Applicable,Not Applicable,Undecided,Agree,1.0
2020,Q4,Argentina,venezuela,stay,3.0,1.0,nointention,yes,yes,Agree,Agree,1.0
2020,Q4,Argentina,venezuela,stay,2.0,1.0,nointention,yes,no,StronglyAgree,Agree,0.0
2020,Q4,Argentina,venezuela,stay,2.0,1.0,Unknown,yes,yes,Disagree,Agree,0.0
2020,Q4,Argentina,venezuela,relocate,2.0,0.0,nointention,Not Applicable,Not Applicable,StronglyAgree,StronglyAgree,1.0
2020,Q4,Argentina,venezuela,dontknow,1.0,0.0,yes,Not Applicable,Not Applicable,StronglyAgree,Agree,0.0
2020,Q4,Argentina,venezuela,stay,5.0,1.0,nointention,yes,yes,StronglyAgree,Agree,0.0
2020,Q4,Argentina,venezuela,stay,2.0,1.0,Unknown,yes,yes,Undecided,StronglyAgree,1.0
2020,Q4,Argentina,venezuela,relocate,2.0,1.0,nointention,yes,yes,StronglyAgree,Disagree,0.0
2020,Q4,Argentina,venezuela,stay,4.0,1.0,yes,yes,no,Agree,Agree,1.0
2020,Q4,Argentina,venezuela,relocate,2.0,0.0,nointention,Not Applicable,Not Applicable,Agree,Agree,1.0
2020,Q4,Argentina,venezuela,stay,3.0,0.0,nointention,Not Applicable,Not Applicable,Agree,Agree,1.0
2020,Q4,Argentina,venezuela,stay,3.0,1.0,nointention,yes,yes,Agree,Agree,0.0
2020,Q4,Argentina,venezuela,stay,3.0,2.0,nointention,yes,yes,StronglyAgree,Agree,1.0
2020,Q4,Argentina,venezuela,stay,2.0,1.0,nointention,yes,no,Undecided,Agree,1.0
2020,Q4,Argentina,venezuela,relocate,2.0,2.0,nointention,yes,no,Agree,StronglyAgree,1.0
2021,Q1Q2,Argentina,venezuela,dontknow,4.0,0.0,no,Not Applicable,Not Applicable,Undecided,Agree,0.0
2021,Q1Q2,Argentina,venezuela,stay,2.0,0.0,Unknown,Not Applicable,Not Applicable,Undecided,Agree,1.0
2021,Q1Q2,Argentina,venezuela,stay,5.0,2.0,no,yes,no,StronglyAgree,Disagree,0.0
2021,Q1Q2,Argentina,venezuela,stay,2.0,1.0,no,yes,no,Agree,Agree,1.0
2021,Q1Q2,Argentina,venezuela,relocate,2.0,0.0,no,Not Applicable,Not Applicable,Undecided,Agree,0.0
2021,Q1Q2,Argentina,venezuela,relocate,2.0,1.0,no,yes,no,Agree,Agree,0.0
2021,Q1Q2,Argentina,venezuela,stay,1.0,0.0,no,Not Applicable,Not Applicable,StronglyAgree,StronglyAgree,1.0
2021,Q1Q2,Argentina,venezuela,stay,2.0,1.0,no,yes,no,Agree,Agree,1.0
2021,Q1Q2,Argentina,venezuela,stay,3.0,0.0,no,Not Applicable,Not Applicable,Agree,Agree,0.0
2021,Q1Q2,Argentina,venezuela,stay,1.0,0.0,no,Not Applicable,Not Applicable,StronglyAgree,Disagree,0.0
2021,Q1Q2,Argentina,venezuela,stay,1.0,0.0,no,Not Applicable,Not Applicable,Agree,Agree,0.0
2021,Q1Q2,Argentina,venezuela,stay,1.0,0.0,Unknown,Not Applicable,Not Applicable,StronglyAgree,Agree,0.0
2021,Q1Q2,Argentina,venezuela,stay,1.0,0.0,no,Not Applicable,Not Applicable,Undecided,Agree,0.0
2021,Q1Q2,Argentina,venezuela,stay,2.0,2.0,no,yes,yes,StronglyAgree,StronglyAgree,0.0
2021,Q1Q2,Argentina,venezuela,stay,2.0,1.0,no,yes,no,Agree,Agree,1.0
2021,Q1Q2,Argentina,venezuela,stay,3.0,0.0,no,Not Applicable,Not Applicable,StronglyAgree,Undecided,0.0
2021,Q1Q2,Argentina,venezuela,stay,2.0,0.0,no,Not Applicable,Not Applicable,StronglyAgree,Agree,0.0
2021,Q1Q2,Argentina,venezuela,stay,2.0,2.0,no,yes,yes,Agree,StronglyAgree,0.0
2021,Q1Q2,Argentina,venezuela,stay,2.0,1.0,Unknown,yes,no,Disagree,Agree,1.0
2021,Q1Q2,Argentina,venezuela,stay,4.0,3.0,no,yes,no,StronglyAgree,Agree,1.0
2021,Q1Q2,Argentina,venezuela,stay,2.0,1.0,no,yes,no,StronglyAgree,StronglyAgree,1.0
2021,Q1Q2,Argentina,venezuela,stay,2.0,1.0,no,yes,no,Undecided,Agree,1.0
2021,Q1Q2,Argentina,venezuela,dontknow,2.0,1.0,Unknown,yes,yes,StronglyAgree,StronglyAgree,0.0
2021,Q1Q2,Argentina,venezuela,stay,1.0,0.0,yes,Not Applicable,Not Applicable,Undecided,Agree,1.0
2021,Q1Q2,Argentina,venezuela,stay,2.0,0.0,no,Not Applicable,Not Applicable,StronglyAgree,StronglyAgree,0.0
2021,Q1Q2,Argentina,venezuela,stay,4.0,0.0,yes,Not Applicable,Not Applicable,Disagree,Agree,1.0
2021,Q1Q2,Argentina,venezuela,stay,2.0,1.0,no,yes,yes,Agree,Agree,0.0
2021,Q1Q2,Argentina,venezuela,stay,2.0,2.0,no,yes,yes,Agree,Agree,0.0
2021,Q1Q2,Argentina,venezuela,stay,2.0,1.0,yes,yes,no,Undecided,StronglyAgree,1.0
2021,Q1Q2,Argentina,venezuela,stay,2.0,0.0,no,Not Applicable,Not Applicable,StronglyAgree,StronglyAgree,0.0
2021,Q1Q2,Argentina,venezuela,relocate,2.0,1.0,yes,no,no,Undecided,StronglyDisagree,0.0
2021,Q1Q2,Argentina,venezuela,stay,2.0,0.0,no,Not Applicable,Not Applicable,StronglyAgree,Agree,0.0
2021,Q1Q2,Argentina,venezuela,stay,2.0,0.0,no,Not Applicable,Not Applicable,StronglyAgree,Agree,0.0
2021,Q1Q2,Argentina,venezuela,stay,2.0,1.0,no,yes,yes,StronglyAgree,StronglyAgree,0.0
2021,Q1Q2,Argentina,venezuela,stay,1.0,0.0,yes,Not Applicable,Not Applicable,Undecided,Agree,0.0
2021,Q1Q2,Argentina,venezuela,stay,1.0,0.0,no,Not Applicable,Not Applicable,StronglyAgree,StronglyAgree,1.0
2021,Q1Q2,Argentina,venezuela,stay,2.0,1.0,no,yes,yes,Agree,StronglyAgree,0.0
2021,Q1Q2,Argentina,venezuela,dontknow,3.0,1.0,Unknown,yes,no,Undecided,Undecided,0.0
2021,Q1Q2,Argentina,venezuela,stay,3.0,1.0,yes,yes,no,Agree,Agree,1.0
2021,Q1Q2,Argentina,venezuela,stay,1.0,0.0,no,Not Applicable,Not Applicable,Agree,Agree,0.0
2021,Q1Q2,Argentina,venezuela,dontknow,3.0,2.0,no,yes,no,Disagree,Agree,1.0
2021,Q1Q2,Argentina,venezuela,stay,2.0,1.0,no,yes,no,StronglyAgree,StronglyAgree,1.0
2021,Q1Q2,Argentina,venezuela,stay,2.0,1.0,no,yes,yes,Agree,Agree,1.0
2021,Q1Q2,Argentina,venezuela,stay,2.0,1.0,no,yes,no,Agree,StronglyDisagree,0.0
2021,Q1Q2,Argentina,venezuela,stay,3.0,1.0,no,yes,no,StronglyAgree,Agree,0.0
2021,Q1Q2,Argentina,venezuela,stay,1.0,0.0,Unknown,Not Applicable,Not Applicable,StronglyAgree,StronglyAgree,0.0
2021,Q1Q2,Argentina,venezuela,stay,2.0,1.0,no,yes,no,Undecided,Agree,1.0
2021,Q1Q2,Argentina,venezuela,stay,4.0,3.0,no,yes,yes,Undecided,StronglyAgree,1.0
2021,Q1Q2,Argentina,venezuela,stay,1.0,1.0,no,yes,no,StronglyAgree,Agree,0.0
2021,Q1Q2,Argentina,venezuela,relocate,2.0,1.0,yes,yes,no,Undecided,StronglyAgree,1.0
2021,Q1Q2,Argentina,venezuela,stay,1.0,0.0,yes,Not Applicable,Not Applicable,Agree,Agree,0.0
2021,Q1Q2,Argentina,venezuela,dontknow,2.0,2.0,no,yes,no,Agree,Agree,1.0
2021,Q1Q2,Argentina,venezuela,stay,1.0,1.0,no,yes,no,StronglyDisagree,StronglyAgree,1.0
2021,Q1Q2,Argentina,venezuela,stay,2.0,0.0,Unknown,Not Applicable,Not Applicable,Undecided,Agree,0.0
2021,Q1Q2,Argentina,venezuela,stay,5.0,0.0,no,Not Applicable,Not Applicable,StronglyAgree,StronglyAgree,1.0
2021,Q1Q2,Argentina,venezuela,stay,3.0,2.0,no,yes,yes,StronglyAgree,StronglyAgree,1.0
2021,Q1Q2,Argentina,venezuela,stay,1.0,0.0,no,Not Applicable,Not Applicable,StronglyAgree,Agree,1.0
2021,Q1Q2,Argentina,venezuela,stay,3.0,1.0,no,yes,yes,Agree,Agree,1.0
2021,Q1Q2,Argentina,venezuela,stay,4.0,2.0,no,yes,no,Agree,Agree,1.0
2021,Q1Q2,Argentina,venezuela,stay,1.0,0.0,no,Not Applicable,Not Applicable,Undecided,Agree,1.0
2021,Q1Q2,Argentina,venezuela,stay,2.0,1.0,no,yes,no,StronglyAgree,StronglyAgree,0.0
2021,Q1Q2,Argentina,venezuela,stay,3.0,1.0,no,yes,no,StronglyAgree,StronglyAgree,1.0
