Year,Quarter,CountryOfAsylum,Reason_notschool
2021,Q3,Peru,Childwhynotschool_nospot
2021,Q3,Peru,Childwhynotschool_nospot
2021,Q3,Peru,Childwhynotschool_nospot
2021,Q3,Peru,Childwhynotschool_nospot
2021,Q3,Peru,Childwhynotschool_nospot
2021,Q3,Peru,Childwhynotschool_nospot
2021,Q3,Peru,Childwhynotschool_nospot
2021,Q3,Peru,Childwhynotschool_nospot
2021,Q3,Peru,Childwhynotschool_nospot
2021,Q3,Peru,Childwhynotschool_nospot
2021,Q3,Peru,Childwhynotschool_nospot
2021,Q3,Peru,Childwhynotschool_nospot
2021,Q3,Peru,Childwhynotschool_nospot
2021,Q3,Peru,Childwhynotschool_nospot
2021,Q3,Peru,Childwhynotschool_nospot
2021,Q3,Peru,Childwhynotschool_nospot
2021,Q3,Peru,Childwhynotschool_nospot
2021,Q3,Peru,Childwhynotschool_nospot
2021,Q3,Peru,Childwhynotschool_nospot
2021,Q4,Peru,Childwhynotschool_nospot
2021,Q4,Peru,Childwhynotschool_nospot
2021,Q4,Peru,Childwhynotschool_nospot
2021,Q4,Peru,Childwhynotschool_nospot
2021,Q4,Peru,Childwhynotschool_nospot
2021,Q4,Peru,Childwhynotschool_nospot
2021,Q4,Peru,Childwhynotschool_nospot
2021,Q4,Peru,Childwhynotschool_nospot
2021,Q4,Peru,Childwhynotschool_nospot
2021,Q4,Peru,Childwhynotschool_nospot
2021,Q4,Peru,Childwhynotschool_nospot
2021,Q4,Peru,Childwhynotschool_nospot
2021,Q4,Peru,Childwhynotschool_nospot
2021,Q4,Peru,Childwhynotschool_nospot
2021,Q4,Peru,Childwhynotschool_nospot
2021,Q4,Peru,Childwhynotschool_nospot
2021,Q4,Peru,Childwhynotschool_nospot
2021,Q4,Peru,Childwhynotschool_nospot
2021,Q4,Peru,Childwhynotschool_nospot
2021,Q4,Peru,Childwhynotschool_nospot
2021,Q4,Peru,Childwhynotschool_nospot
2021,Q4,Peru,Childwhynotschool_nospot
2021,Q4,Peru,Childwhynotschool_nospot
2021,Q4,Peru,Childwhynotschool_nospot
2021,Q4,Peru,Childwhynotschool_nospot
2021,Q4,Peru,Childwhynotschool_nospot
2021,Q4,Peru,Childwhynotschool_nospot
2021,Q4,Peru,Childwhynotschool_nospot
2021,Q4,Peru,Childwhynotschool_nospot
2021,Q4,Peru,Childwhynotschool_nospot
2021,Q4,Peru,Childwhynotschool_nospot
2021,Q4,Peru,Childwhynotschool_nospot
2021,Q4,Peru,Childwhynotschool_nospot
2021,Q4,Peru,Childwhynotschool_nospot
2021,Q4,Peru,Childwhynotschool_nospot
2021,Q4,Peru,Childwhynotschool_nospot
2021,Q4,Peru,Childwhynotschool_nospot
2021,Q4,Peru,Childwhynotschool_nospot
2021,Q4,Peru,Childwhynotschool_nospot
2021,Q4,Peru,Childwhynotschool_nospot
2021,Q4,Peru,Childwhynotschool_nospot
2021,Q4,Peru,Childwhynotschool_nospot
2021,Q4,Peru,Childwhynotschool_nospot
2021,Q4,Peru,Childwhynotschool_nospot
2021,Q4,Peru,Childwhynotschool_nospot
2021,Q4,Peru,Childwhynotschool_nospot
2021,Q4,Peru,Childwhynotschool_nospot
2021,Q4,Peru,Childwhynotschool_nospot
2021,Q4,Peru,Childwhynotschool_nospot
2021,Q4,Peru,Childwhynotschool_nospot
2021,Q4,Peru,Childwhynotschool_nospot
2021,Q4,Peru,Childwhynotschool_nospot
2021,Q4,Peru,Childwhynotschool_nospot
2021,Q4,Peru,Childwhynotschool_nospot
2021,Q4,Peru,Childwhynotschool_nospot
2021,Q4,Peru,Childwhynotschool_nospot
2021,Q4,Peru,Childwhynotschool_nospot
2021,Q4,Peru,Childwhynotschool_nospot
2021,Q4,Peru,Childwhynotschool_nospot
2021,Q4,Peru,Childwhynotschool_nospot
2021,Q4,Peru,Childwhynotschool_nospot
2021,Q4,Peru,Childwhynotschool_nospot
2021,Q4,Peru,Childwhynotschool_nospot
2021,Q4,Peru,Childwhynotschool_nospot
2021,Q4,Peru,Childwhynotschool_nospot
2021,Q4,Peru,Childwhynotschool_nospot
2021,Q4,Peru,Childwhynotschool_nospot
2021,Q4,Peru,Childwhynotschool_nospot
2021,Q4,Peru,Childwhynotschool_nospot
2021,Q4,Peru,Childwhynotschool_nospot
2021,Q4,Peru,Childwhynotschool_nospot
2021,Q4,Peru,Childwhynotschool_nospot
2021,Q4,Peru,Childwhynotschool_nospot
2021,Q4,Peru,Childwhynotschool_nospot
2021,Q4,Peru,Childwhynotschool_nospot
2021,Q4,Peru,Childwhynotschool_nospot
2021,Q4,Peru,Childwhynotschool_nospot
2021,Q4,Peru,Childwhynotschool_nospot
2021,Q4,Peru,Childwhynotschool_nospot
2021,Q4,Peru,Childwhynotschool_nospot
2021,Q4,Peru,Childwhynotschool_nospot
2021,Q4,Peru,Childwhynotschool_nospot
2021,Q4,Peru,Childwhynotschool_nospot
2021,Q4,Peru,Childwhynotschool_nospot
2021,Q4,Peru,Childwhynotschool_nospot
2021,Q4,Peru,Childwhynotschool_nospot
2021,Q4,Peru,Childwhynotschool_nospot
2021,Q4,Peru,Childwhynotschool_nospot
2021,Q4,Peru,Childwhynotschool_nospot
2021,Q4,Peru,Childwhynotschool_nospot
2021,Q4,Peru,Childwhynotschool_nospot
2021,Q4,Peru,Childwhynotschool_nospot
2021,Q4,Peru,Childwhynotschool_nospot
2021,Q4,Peru,Childwhynotschool_nospot
2021,Q4,Peru,Childwhynotschool_nospot
2021,Q4,Peru,Childwhynotschool_nospot
2021,Q4,Peru,Childwhynotschool_nospot
2021,Q4,Peru,Childwhynotschool_nospot
2021,Q4,Peru,Childwhynotschool_nospot
2021,Q4,Peru,Childwhynotschool_nospot
2021,Q4,Peru,Childwhynotschool_nospot
2021,Q4,Peru,Childwhynotschool_nospot
2021,Q4,Peru,Childwhynotschool_nospot
2021,Q4,Peru,Childwhynotschool_nospot
2021,Q4,Peru,Childwhynotschool_nospot
2021,Q4,Peru,Childwhynotschool_nospot
2021,Q4,Peru,Childwhynotschool_nospot
2021,Q4,Peru,Childwhynotschool_nospot
2021,Q4,Peru,Childwhynotschool_nospot
2021,Q4,Peru,Childwhynotschool_nospot
2021,Q4,Peru,Childwhynotschool_nospot
2021,Q4,Peru,Childwhynotschool_nospot
2021,Q4,Peru,Childwhynotschool_nospot
2021,Q4,Peru,Childwhynotschool_nospot
2021,Q4,Peru,Childwhynotschool_nospot
2021,Q4,Peru,Childwhynotschool_nospot
2021,Q4,Peru,Childwhynotschool_nospot
2022,Q1,Peru,Childwhynotschool_nospot
2022,Q1,Peru,Childwhynotschool_nospot
2022,Q1,Peru,Childwhynotschool_nospot
2022,Q1,Peru,Childwhynotschool_nospot
2022,Q1,Peru,Childwhynotschool_nospot
2022,Q1,Peru,Childwhynotschool_nospot
2022,Q1,Peru,Childwhynotschool_nospot
2022,Q1,Peru,Childwhynotschool_nospot
2022,Q1,Peru,Childwhynotschool_nospot
2022,Q1,Peru,Childwhynotschool_nospot
2022,Q1,Peru,Childwhynotschool_nospot
2022,Q1,Peru,Childwhynotschool_nospot
2021,Q4,Peru,Childwhynotschool_notransport
2021,Q4,Peru,Childwhynotschool_notransport
2021,Q1Q2,Peru,Childwhynotschool_discrimnation
2021,Q1Q2,Peru,Childwhynotschool_discrimnation
2021,Q1Q2,Peru,Childwhynotschool_discrimnation
2021,Q3,Peru,Childwhynotschool_discrimnation
2021,Q4,Peru,Childwhynotschool_discrimnation
2021,Q4,Peru,Childwhynotschool_discrimnation
2021,Q4,Peru,Childwhynotschool_discrimnation
2021,Q4,Peru,Childwhynotschool_discrimnation
2021,Q4,Peru,Childwhynotschool_discrimnation
2022,Q1,Peru,Childwhynotschool_discrimnation
2022,Q1,Peru,Childwhynotschool_discrimnation
2021,Q1Q2,Peru,Childwhynotschool_discrimethnic
2021,Q3,Peru,Childwhynotschool_discrimethnic
2021,Q4,Peru,Childwhynotschool_discrimethnic
2021,Q4,Peru,Childwhynotschool_discrimethnic
2021,Q4,Peru,Childwhynotschool_discrimethnic
2021,Q4,Peru,Childwhynotschool_discrimethnic
2021,Q4,Peru,Childwhynotschool_discrimethnic
2021,Q1Q2,Peru,Childwhynotschool_finished
2021,Q3,Peru,Childwhynotschool_finished
2021,Q4,Peru,Childwhynotschool_finished
2021,Q4,Peru,Childwhynotschool_finished
2021,Q4,Peru,Childwhynotschool_finished
2021,Q4,Peru,Childwhynotschool_finished
2020,Q4,Peru,Childwhynotschool_recentlyarrive
2020,Q4,Peru,Childwhynotschool_recentlyarrive
2020,Q4,Peru,Childwhynotschool_recentlyarrive
2020,Q4,Peru,Childwhynotschool_recentlyarrive
2020,Q4,Peru,Childwhynotschool_recentlyarrive
2020,Q4,Peru,Childwhynotschool_recentlyarrive
2020,Q4,Peru,Childwhynotschool_recentlyarrive
2021,Q1Q2,Peru,Childwhynotschool_recentlyarrive
2021,Q1Q2,Peru,Childwhynotschool_recentlyarrive
2021,Q1Q2,Peru,Childwhynotschool_recentlyarrive
2021,Q1Q2,Peru,Childwhynotschool_recentlyarrive
2021,Q3,Peru,Childwhynotschool_recentlyarrive
2021,Q3,Peru,Childwhynotschool_recentlyarrive
2021,Q3,Peru,Childwhynotschool_recentlyarrive
2021,Q3,Peru,Childwhynotschool_recentlyarrive
2021,Q3,Peru,Childwhynotschool_recentlyarrive
2021,Q3,Peru,Childwhynotschool_recentlyarrive
2021,Q3,Peru,Childwhynotschool_recentlyarrive
2021,Q3,Peru,Childwhynotschool_recentlyarrive
2021,Q3,Peru,Childwhynotschool_recentlyarrive
2021,Q3,Peru,Childwhynotschool_recentlyarrive
2021,Q4,Peru,Childwhynotschool_recentlyarrive
2021,Q4,Peru,Childwhynotschool_recentlyarrive
2021,Q4,Peru,Childwhynotschool_recentlyarrive
2021,Q4,Peru,Childwhynotschool_recentlyarrive
2021,Q4,Peru,Childwhynotschool_recentlyarrive
2021,Q4,Peru,Childwhynotschool_recentlyarrive
2021,Q4,Peru,Childwhynotschool_recentlyarrive
2021,Q4,Peru,Childwhynotschool_recentlyarrive
2021,Q4,Peru,Childwhynotschool_recentlyarrive
2021,Q4,Peru,Childwhynotschool_recentlyarrive
2021,Q4,Peru,Childwhynotschool_recentlyarrive
2021,Q4,Peru,Childwhynotschool_recentlyarrive
2021,Q4,Peru,Childwhynotschool_recentlyarrive
2021,Q4,Peru,Childwhynotschool_recentlyarrive
2021,Q4,Peru,Childwhynotschool_recentlyarrive
2021,Q4,Peru,Childwhynotschool_recentlyarrive
2021,Q4,Peru,Childwhynotschool_recentlyarrive
2021,Q4,Peru,Childwhynotschool_recentlyarrive
2021,Q4,Peru,Childwhynotschool_recentlyarrive
2021,Q4,Peru,Childwhynotschool_recentlyarrive
2021,Q4,Peru,Childwhynotschool_recentlyarrive
2021,Q4,Peru,Childwhynotschool_recentlyarrive
2021,Q4,Peru,Childwhynotschool_recentlyarrive
2021,Q4,Peru,Childwhynotschool_recentlyarrive
2021,Q4,Peru,Childwhynotschool_recentlyarrive
2021,Q4,Peru,Childwhynotschool_recentlyarrive
2021,Q4,Peru,Childwhynotschool_recentlyarrive
2021,Q4,Peru,Childwhynotschool_recentlyarrive
2021,Q4,Peru,Childwhynotschool_recentlyarrive
2021,Q4,Peru,Childwhynotschool_recentlyarrive
2021,Q4,Peru,Childwhynotschool_recentlyarrive
2021,Q4,Peru,Childwhynotschool_recentlyarrive
2021,Q4,Peru,Childwhynotschool_recentlyarrive
2021,Q4,Peru,Childwhynotschool_recentlyarrive
2021,Q4,Peru,Childwhynotschool_recentlyarrive
2021,Q4,Peru,Childwhynotschool_recentlyarrive
2021,Q4,Peru,Childwhynotschool_recentlyarrive
2021,Q4,Peru,Childwhynotschool_recentlyarrive
2022,Q1,Peru,Childwhynotschool_recentlyarrive
2020,Q4,Peru,Childwhynotschool_intransit
2021,Q3,Peru,Childwhynotschool_intransit
2021,Q4,Peru,Childwhynotschool_intransit
2021,Q4,Peru,Childwhynotschool_intransit
2021,Q4,Peru,Childwhynotschool_intransit
2021,Q4,Peru,Childwhynotschool_intransit
2022,Q1,Peru,Childwhynotschool_intransit
2020,Q4,Peru,Childwhynotschool_noinfo
2020,Q4,Peru,Childwhynotschool_noinfo
2020,Q4,Peru,Childwhynotschool_noinfo
2020,Q4,Peru,Childwhynotschool_noinfo
2020,Q4,Peru,Childwhynotschool_noinfo
2020,Q4,Peru,Childwhynotschool_noinfo
2020,Q4,Peru,Childwhynotschool_noinfo
2020,Q4,Peru,Childwhynotschool_noinfo
2020,Q4,Peru,Childwhynotschool_noinfo
2020,Q4,Peru,Childwhynotschool_noinfo
2020,Q4,Peru,Childwhynotschool_noinfo
2021,Q1Q2,Peru,Childwhynotschool_noinfo
2021,Q1Q2,Peru,Childwhynotschool_noinfo
2021,Q1Q2,Peru,Childwhynotschool_noinfo
2021,Q1Q2,Peru,Childwhynotschool_noinfo
2021,Q1Q2,Peru,Childwhynotschool_noinfo
2021,Q3,Peru,Childwhynotschool_noinfo
2021,Q3,Peru,Childwhynotschool_noinfo
2021,Q4,Peru,Childwhynotschool_noinfo
2021,Q4,Peru,Childwhynotschool_noinfo
2021,Q4,Peru,Childwhynotschool_noinfo
2021,Q4,Peru,Childwhynotschool_noinfo
2021,Q4,Peru,Childwhynotschool_noinfo
2021,Q4,Peru,Childwhynotschool_noinfo
2021,Q4,Peru,Childwhynotschool_noinfo
2021,Q4,Peru,Childwhynotschool_noinfo
2021,Q4,Peru,Childwhynotschool_noinfo
2021,Q4,Peru,Childwhynotschool_noinfo
2021,Q4,Peru,Childwhynotschool_noinfo
2021,Q4,Peru,Childwhynotschool_noinfo
2021,Q4,Peru,Childwhynotschool_noinfo
2021,Q4,Peru,Childwhynotschool_noinfo
2021,Q4,Peru,Childwhynotschool_noinfo
2021,Q4,Peru,Childwhynotschool_noinfo
2021,Q4,Peru,Childwhynotschool_noinfo
2021,Q4,Peru,Childwhynotschool_noinfo
2022,Q1,Peru,Childwhynotschool_noinfo
2020,Q4,Peru,Childwhynotschool_toolate
2020,Q4,Peru,Childwhynotschool_toolate
2020,Q4,Peru,Childwhynotschool_toolate
2020,Q4,Peru,Childwhynotschool_toolate
2020,Q4,Peru,Childwhynotschool_toolate
2020,Q4,Peru,Childwhynotschool_toolate
2020,Q4,Peru,Childwhynotschool_toolate
2020,Q4,Peru,Childwhynotschool_toolate
2021,Q1Q2,Peru,Childwhynotschool_toolate
2021,Q1Q2,Peru,Childwhynotschool_toolate
2021,Q1Q2,Peru,Childwhynotschool_toolate
2021,Q1Q2,Peru,Childwhynotschool_toolate
2021,Q1Q2,Peru,Childwhynotschool_toolate
2021,Q1Q2,Peru,Childwhynotschool_toolate
2021,Q1Q2,Peru,Childwhynotschool_toolate
2021,Q1Q2,Peru,Childwhynotschool_toolate
2021,Q3,Peru,Childwhynotschool_toolate
2021,Q3,Peru,Childwhynotschool_toolate
2021,Q3,Peru,Childwhynotschool_toolate
2021,Q3,Peru,Childwhynotschool_toolate
2021,Q3,Peru,Childwhynotschool_toolate
2021,Q3,Peru,Childwhynotschool_toolate
2021,Q3,Peru,Childwhynotschool_toolate
2021,Q4,Peru,Childwhynotschool_toolate
2021,Q4,Peru,Childwhynotschool_toolate
2021,Q4,Peru,Childwhynotschool_toolate
2021,Q4,Peru,Childwhynotschool_toolate
2021,Q4,Peru,Childwhynotschool_toolate
2021,Q4,Peru,Childwhynotschool_toolate
2021,Q4,Peru,Childwhynotschool_toolate
2021,Q4,Peru,Childwhynotschool_toolate
2021,Q4,Peru,Childwhynotschool_toolate
2021,Q4,Peru,Childwhynotschool_toolate
2021,Q4,Peru,Childwhynotschool_toolate
2021,Q4,Peru,Childwhynotschool_toolate
2021,Q4,Peru,Childwhynotschool_toolate
2021,Q4,Peru,Childwhynotschool_toolate
2021,Q4,Peru,Childwhynotschool_toolate
2021,Q4,Peru,Childwhynotschool_toolate
2021,Q4,Peru,Childwhynotschool_toolate
2021,Q4,Peru,Childwhynotschool_toolate
2021,Q4,Peru,Childwhynotschool_toolate
2021,Q4,Peru,Childwhynotschool_toolate
2021,Q4,Peru,Childwhynotschool_toolate
2021,Q4,Peru,Childwhynotschool_toolate
2021,Q4,Peru,Childwhynotschool_toolate
2021,Q4,Peru,Childwhynotschool_toolate
2021,Q4,Peru,Childwhynotschool_toolate
2021,Q4,Peru,Childwhynotschool_toolate
2021,Q4,Peru,Childwhynotschool_toolate
2021,Q4,Peru,Childwhynotschool_toolate
2021,Q4,Peru,Childwhynotschool_toolate
2021,Q4,Peru,Childwhynotschool_toolate
2021,Q4,Peru,Childwhynotschool_toolate
2021,Q4,Peru,Childwhynotschool_toolate
2021,Q4,Peru,Childwhynotschool_toolate
2021,Q4,Peru,Childwhynotschool_toolate
2021,Q4,Peru,Childwhynotschool_toolate
2021,Q4,Peru,Childwhynotschool_toolate
2021,Q4,Peru,Childwhynotschool_toolate
2021,Q4,Peru,Childwhynotschool_toolate
2021,Q4,Peru,Childwhynotschool_toolate
2021,Q4,Peru,Childwhynotschool_toolate
2021,Q4,Peru,Childwhynotschool_toolate
2021,Q4,Peru,Childwhynotschool_toolate
2021,Q4,Peru,Childwhynotschool_toolate
2021,Q4,Peru,Childwhynotschool_toolate
2021,Q4,Peru,Childwhynotschool_toolate
2021,Q4,Peru,Childwhynotschool_toolate
2021,Q4,Peru,Childwhynotschool_toolate
2021,Q4,Peru,Childwhynotschool_toolate
2021,Q4,Peru,Childwhynotschool_toolate
2021,Q4,Peru,Childwhynotschool_toolate
2021,Q4,Peru,Childwhynotschool_toolate
2021,Q4,Peru,Childwhynotschool_toolate
2021,Q4,Peru,Childwhynotschool_toolate
2021,Q4,Peru,Childwhynotschool_toolate
2021,Q4,Peru,Childwhynotschool_toolate
2021,Q4,Peru,Childwhynotschool_toolate
2021,Q4,Peru,Childwhynotschool_toolate
2021,Q4,Peru,Childwhynotschool_toolate
2021,Q4,Peru,Childwhynotschool_toolate
2021,Q4,Peru,Childwhynotschool_toolate
2021,Q4,Peru,Childwhynotschool_toolate
2021,Q4,Peru,Childwhynotschool_toolate
2021,Q4,Peru,Childwhynotschool_toolate
2021,Q4,Peru,Childwhynotschool_toolate
2021,Q4,Peru,Childwhynotschool_toolate
2021,Q4,Peru,Childwhynotschool_toolate
2021,Q4,Peru,Childwhynotschool_toolate
2021,Q4,Peru,Childwhynotschool_toolate
2021,Q4,Peru,Childwhynotschool_toolate
2021,Q4,Peru,Childwhynotschool_toolate
2021,Q4,Peru,Childwhynotschool_toolate
2021,Q4,Peru,Childwhynotschool_toolate
2022,Q1,Peru,Childwhynotschool_toolate
2022,Q1,Peru,Childwhynotschool_toolate
2022,Q1,Peru,Childwhynotschool_toolate
